Episode,Reward,Accumulated Reward,Average Reward,Loss
503,10,4945,9.831013916500995,6.985901563894004e-07
504,10,4955,9.831349206349206,6.757693995496084e-07
505,10,4965,9.831683168316832,6.533276177833613e-07
506,10,4975,9.83201581027668,6.295161369962443e-07
507,10,4985,9.832347140039447,6.070043241379608e-07
508,10,4995,9.832677165354331,5.840605012963351e-07
509,10,5005,9.833005893909627,5.623842298518866e-07
510,10,5015,9.833333333333334,5.403080649557523e-07
511,10,5025,9.833659491193737,5.186739144846797e-07
512,10,5035,9.833984375,4.974817784386687e-07
513,10,5045,9.83430799220273,4.7673165681771934e-07
514,10,5055,9.834630350194553,4.564235496218316e-07
515,10,5065,9.83495145631068,4.3728536525122763e-07
516,10,5075,9.835271317829458,4.185570503523195e-07
517,10,5085,9.835589941972922,3.995422446223529e-07
518,10,5095,9.835907335907336,3.823300573913002e-07
519,10,5105,9.836223506743737,3.648313793291891e-07
520,10,5115,9.836538461538462,3.483922625946434e-07
521,10,5125,9.836852207293665,3.323320925119333e-07
522,10,5135,9.837164750957854,3.166508975027682e-07
523,10,5145,9.837476099426386,3.019534631221177e-07
524,10,5155,9.837786259541986,2.8760527470694797e-07
525,10,5165,9.838095238095239,2.7418263925937936e-07
526,10,5175,9.838403041825096,2.605183908599429e-07
527,10,5185,9.838709677419354,2.4829964218042733e-07
528,10,5195,9.839015151515152,2.3583925212733448e-07
529,10,5205,9.839319470699433,2.2474250727100298e-07
530,10,5215,9.839622641509434,2.134041352519489e-07
531,10,5225,9.839924670433145,2.028549062060847e-07
532,10,5235,9.840225563909774,1.9257306860254175e-07
533,10,5245,9.840525328330207,1.830294422688894e-07
534,10,5255,9.840823970037453,1.7372833838180668e-07
535,10,5265,9.841121495327103,1.6511694411747158e-07
536,10,5275,9.841417910447761,1.5672442543746e-07
537,10,5285,9.84171322160149,1.485507965526267e-07
538,10,5295,9.842007434944238,1.4100926648552559e-07
539,10,5305,9.84230055658627,1.3366418727400742e-07
540,10,5315,9.842592592592593,1.2690755113453633e-07
541,10,5325,9.842883548983364,1.203261490445584e-07
542,10,5335,9.843173431734318,1.1391997389864628e-07
543,10,5345,9.843462246777165,1.080506990547292e-07
544,10,5355,9.84375,1.0233664937686626e-07
545,10,5365,9.844036697247706,9.712069726219852e-08
546,10,5375,9.844322344322345,9.204116935279671e-08
547,10,5385,9.844606946983546,8.709806564866085e-08
548,10,5395,9.844890510948906,8.260758477263153e-08
549,10,5405,9.845173041894354,7.823594927458544e-08
550,10,5415,9.845454545454546,7.398315204909522e-08
551,10,5425,9.845735027223231,7.01405369341046e-08
552,10,5435,9.846014492753623,6.640038918703794e-08
553,10,5445,9.846292947558771,6.276271591332261e-08
554,10,5455,9.846570397111913,5.949580739184057e-08
555,10,5465,9.846846846846846,5.6316213914442415e-08
556,10,5475,9.847122302158274,5.322393192841446e-08
557,10,5485,9.847396768402154,5.046604201197624e-08
558,10,5495,9.847670250896057,4.7541107051074505e-08
559,10,5505,9.847942754919499,4.4936616205859536e-08
560,10,5515,9.848214285714286,4.263256414560601e-08
